categories,business_id,name,longitude,latitude,stars
"Restaurants, American (Traditional), Seafood",QkG3KUXwqZBW18A9k1xqCA,Red Lobster,-112.22140309999999,33.4787603,3.0
"Event Planning & Services, Cafes, Caterers, Restaurants, Fast Food",t_oa6AQg3ydpKHqz8wrkfg,Chick-fil-A,-112.186675,33.611249,4.0
"Fast Food, Restaurants, Mexican",4LDWGXPXAALawRn8Q2KkCg,Carl's Jr.,-111.86277390000001,33.393516399999996,2.0
"Bars, American (Traditional), Nightlife, Restaurants",zLcarNPsB3Z2olCEjwbLuQ,Shenanigans Bar & Grill,-112.10801540000001,33.6408134,3.5
"Buffets, Chinese, Restaurants",Gda4SfsyvOKC0cZkXEjTzg,Chinese Gourmet Buffet,-112.17367240000002,33.4944809,2.0
"Event Planning & Services, Restaurants, Caterers, Chinese, Food, Food Trucks, Street Vendors",pTr0UQn7oWW4wxF6qPEXdw,Mein Man,-112.12138799999998,33.6174152,5.0
"Food Delivery Services, Restaurants, Personal Shopping, Food, Event Planning & Services, Couriers & Delivery Services, Shopping, Local Services, Hotels & Travel, Hotels",mOfmGrhxbzhiAcM-drXCRg,Marcelo Delivers,-112.1072528,33.5973469,4.0
"Burgers, Chicken Wings, Restaurants, Fast Food",YM0eGFRw4Sio8qBlcIYFoA,Cruisers,-111.7895074,33.4081276,4.0
"Italian, Food, Restaurants",_Z3XGVbiDn1VbgETp1pwLQ,La Bona Pasta,-112.3490453,33.48931667,4.0
"Local Flavor, Restaurants, Mexican, Nightlife, Bars",#NAME?,El Ranchero Of Traditional Mexican Food,-111.93499270000001,33.48271299,4.0
"Restaurants, Polish, Delis",ZHK7Pg_AsCMkSxGevSbjSA,White Eagle Deli and Restaurant,-112.421939,33.6402375,3.5
"Nightlife, Bars, Restaurants, New Mexican Cuisine, Salad, Mexican",tWH9eZWiZM9-AaRXw0oCnA,Senor Pancho Villa,-111.9680317,33.3162784,2.0
"Mexican, Restaurants",RhUrhcgYF8c63SrS-byauQ,Baja Tacos,-111.80064709999999,33.4146004,4.0
"Restaurants, Bars, Sports Bars, Nightlife, American (New)",ytAsW7DYezxMMzqoO_-nIQ,Social Tap,-111.92462890000002,33.4987644,3.5
"Sandwiches, Salad, Fast Food, Food Delivery Services, Delis, Restaurants, Food",IPvzhUfrOukhT0i7oBeHkQ,Jimmy John's,-112.120931,33.666624,3.0
"Chinese, Dim Sum, Restaurants",3ZQrhYY5ExaECVfbVqmyMQ,Phoenix Palace,-111.8741469,33.3192304,2.5
"Sandwiches, Restaurants, Salad, Fast Food",bgBCvYf7wM2HdbzLad897A,Sticklers,-112.0778875,33.44856,4.0
"Vietnamese, Restaurants",IY8vqMRhDrQLGh_9XV7KPQ,Phoenix Pho Vietnamese Restaurant,-112.1526622,33.570506,4.0
"Italian, Seafood, Restaurants, American (New)",QARy4UUOQogMjDp9jP-YVg,Searsucker,-111.93210800000001,33.502771,3.5
"Restaurants, Hot Dogs, Food Stands",ITjzNOlmNSyS9FbsOZ3IUA,Mr Martz Hot Dogs,-112.069432,33.46574235,3.5
"Breakfast & Brunch, Sandwiches, Salad, Tapas Bars, Restaurants",Q4pg6LcRCYMlml-5jg4Z5Q,Breakfast Kitchen Bar,-111.9239513,33.62357960000001,4.0
"Seafood, Food, Restaurants, Beer, Wine & Spirits",V6C5-6pIz_IXXpPpDuq8cA,Pelican Bay Oyster Bar & Grill,-112.2260121,33.4233639,4.0
"Restaurants, Italian",roz-ed8kvBF6fwKBPeJ49Q,Tutti Santi,-112.0468452,33.5462199,4.5
"Breakfast & Brunch, Coffee & Tea, Food, Restaurants",onoZsIFPJXumpV_ndxcGTQ,The Coffee Plantation,-111.92230590000001,33.58436982,3.5
"Nightlife, American (New), Sandwiches, Delis, Sports Bars, Bars, Restaurants",0SdBUBJ7uBGj9bEJQgeXBA,EAT West of Brown,-111.9249317,33.493273800000004,3.0
"Mexican, Fast Food, Tex-Mex, Restaurants",xG7BWegIYCo73s4za2MeTA,Taco Bell,-112.29151999999999,33.493320000000004,2.0
"Burgers, Restaurants, Fast Food",YR3wQodRZuBK24kLLAtaRA,Tommy's Burger Shop and Charbroiler,-112.1384358,33.4510006,4.0
"Sandwiches, Restaurants, Pizza, Italian",KpgPSQmQDgx3tJ6RlKVCBA,Streets of New York,-112.3549588,33.64094697,3.0
"Chicken Wings, Restaurants, Pizza",ovhGOgdvpYsAlKOSayPAAw,That Place Sports Grill,-111.8083133,33.415206,3.5
"New Mexican Cuisine, Pubs, American (Traditional), American (New), Restaurants, Sandwiches, Cocktail Bars, Comfort Food, Mexican, Nightlife, Bars",iBkc2dV-lXeXadYwmnOOIA,2601 on Central,-112.07341629999999,33.476879,3.5
"Seafood, Chinese, Soup, Event Planning & Services, Caterers, Beer Bar, Tapas Bars, Sports Bars, Nightlife, Restaurants, Vegetarian, Bars",46LhKfz6MPaLYoS0jegsdw,Qwik's Chinese Bistro,-111.88624909999999,33.5698174,4.0
"American (New), Restaurants, Breakfast & Brunch, Buffets",FwSiazvHT_BuGYGz5dMt0w,The Resident,-111.8538436,33.388131300000005,4.0
"Restaurants, American (New)",cypMhn7p-a71AYpXCvgfpg,Mosaic Restaurant,-111.85171399999999,33.727274,4.5
"Pool Halls, Restaurants, Sports Bars, American (Traditional), Bars, Dance Clubs, Nightlife",q0hyzge6l3CML1GNAlaFCw,Cactus Moon Sports Grill,-111.8656783,33.43528904,2.5
"Chinese, Buffets, Restaurants",aPXqM0otWirctn5d4HkTNQ,Imperial Garden Chinese Buffett,-112.0483091,33.5089548,3.0
"Nightlife, Sandwiches, Bars, Cocktail Bars, Restaurants, Food, Breakfast & Brunch",-1UMR00eXtwaeh59pEiDjA,Matt's Big Breakfast,-111.9966364,33.43693399,3.5
"Restaurants, Italian",Q47FjaMLjI3v6yo-PHIebQ,Cafe Roma,-112.0740163,33.449568,3.0
"Italian, Nightlife, Sandwiches, Restaurants, Wine Bars, Food, Bars, Pizza",0VOh4VIq13oFburRU9gddw,The Side Door Corner Store,-111.9103522,33.4863942,4.0
"Italian, Chicken Wings, Restaurants, Pizza",gHDlF6Dc-4EmxdsBsinygg,Sabatinos Pizza Pasta Wings,-112.35864099999999,33.506890000000006,3.5
"Restaurants, Sandwiches, Fast Food",rudCMbAXWuT-S1UXvIEk9Q,Subway,-112.18307279999999,33.55142311,2.5
"Event Planning & Services, Wine Bars, Caterers, Restaurants, Breakfast & Brunch, Nightlife, Bars",_ZKsdEkQ5K_CUSBtahjFAA,Mimi's Cafe,-112.34155390000001,33.4597711,2.5
"Delis, Restaurants, Sandwiches",BZhmsHFyyj_mKkBdPvIgAw,Port of Subs,-111.9811574,33.40675169,3.0
"Restaurants, American (Traditional), Bars, Nightlife, Sports Bars, Burgers",6sKaAF8WhWyyCjfZr2Rfsg,Zipp's Sports Grill,-111.9182013,33.5019539,3.5
"Mexican, Restaurants",wleZrwtJNG6nkxMjZpg8vg,Chuy's Mesquite Broiler,-112.26386200000002,33.5103212,3.0
"Chicken Wings, Restaurants, Sandwiches, Fast Food",u9va4ksYFYJe6FkXkHOo7Q,Ny Boyz Subz N Wingz,-111.89727679999999,33.414997,3.5
"Beer Bar, Bars, Wine Bars, Nightlife, Seafood, Restaurants",ec9mv9cUMObXqyh3yjgIbA,Walrus & The Pearl,-112.073555,33.458382,4.5
"Cafes, Sandwiches, Restaurants, Food, Juice Bars & Smoothies",uDFtCeOLpaJc24eK70r0Eg,Tropical Smoothie Cafe,-111.74462390000001,33.30775506,3.0
"Bars, Breakfast & Brunch, Restaurants, American (Traditional), American (New), Beer, Wine & Spirits, Nightlife, Food",Toet2xTiU_5STPyPlvvyXw,Slate Bistro and Bar,-111.6942252,33.25928722,3.5
"Sandwiches, Restaurants, Fast Food",5lhlZthoa0sDGggQ6HAEAw,Subway,-111.75567859999998,33.3048055,3.0
"Coffee & Tea, Bagels, Donuts, Food, Restaurants",HOphHQI-3WRSC2Zp7xbNpg,K-May Donuts and Bagels,-112.24175759999999,33.58419665,4.5
"Burgers, Food, Restaurants, Fast Food, Coffee & Tea",#NAME?,McDonald's,-112.082118,33.451177,2.0
"Chicken Wings, Restaurants, Buffets, Pizza",MJoHqF2VIKhBuMzpRnwrZA,Peter Piper Pizza,-112.1696673,33.37609260000001,2.5
"Noodles, Restaurants, Japanese, Ramen",QT1Qkjm2mFne5hfxmV1PIA,Ramen Hood,-111.8883753,33.62993813,4.0
"Chinese, Asian Fusion, Restaurants",p5B42Bpj6araSP8zjMZV-A,Hao,-111.7126629,33.594561,3.5
"Food, Mexican, Bakeries, Restaurants",ieUWBzno0XjXbutl-apyVg,Cristal's Bakery & Mexican Food,-112.1977446,33.5387592,3.5
"Restaurants, Nightlife, Mexican, Bars",0wBS7MjIO14xfqbsNq8tLg,Jimmy Changas,-111.8213195,33.3494255,5.0
"Food, Imported Food, Specialty Food, Restaurants, Ethnic Food, Salvadoran, Latin American, American (Traditional)",oSBehYlARytl0M1s3_mcLA,Salvadoreno Restaurant,-111.7891338,33.409280800000005,3.5
"Restaurants, Mexican",Mip-msMG2aje4IfWiCf-7Q,La Bamba Mexican Grill Restaurant,-112.32042390000001,33.60914007,5.0
"American (Traditional), Event Planning & Services, Caterers, Comfort Food, Restaurants",9oAPccHCF0Ke1MTDNfAfbA,Boston Market,-112.0733185,33.51073439,4.0
"Restaurants, Sandwiches, Salad, Soup",43SdD9kWXB3VwDERDxjGlA,Panera Bread,-111.79156850000001,33.27799943,2.0
"Coffee & Tea, Organic Stores, Beer, Wine & Spirits, Cafes, Vegan, Food, Restaurants, Vegetarian",dja9beNvdd_SmXxn8At5aQ,Oliver's Sophisticated Bean,-112.0694742,33.4584453,5.0
"Burgers, Food, Restaurants, Pizza",1AYcrBPjJdwcYUivLj8lDg,Two Hippies Pizza and Burger Joint,-112.03048970000002,33.4942481,2.5
"Nightlife, Restaurants, Bars, Irish, Pubs",Z2L0j0MZ9m0IwaWmcvnxGQ,D'Arcy McGee's,-111.9043028,33.4329724,2.5
"Restaurants, Burgers, Fast Food",ptUbbnxWgfgO9-0dFDnWmA,Burger King,-112.0482497,33.43651343,1.5
"Food, Lounges, Bars, Nightlife, Restaurants, American (New)",KZj3f5ohsyGfIer7K-xncg,Limelight Dipping Bar And Grill,-111.9263014,33.497419300000004,3.0
"Restaurants, Burgers, Mexican",za9qr9ZZWLTfEgTfogRbUw,David's Hamburgers,-111.92571299999999,33.493231,3.0
"American (Traditional), Restaurants, Nightlife, Bars, Sports Bars",Kpmy4Pld2FbJixlJtEnP4w,SJ's Sports Grill,-112.20125290000001,33.64008113,3.5
"Restaurants, Food, American (New), Desserts, Pizza",UwZUPI7VAQAZZ0Gv0LV8nw,Café Allegro,-111.97805259999998,33.6676061,3.5
"Bars, Italian, Wine Bars, Restaurants, Nightlife",su_2rv746E4Fm1MiHGAsJQ,Sam and Luca Rustic Kitchen,-111.687266,33.3799224,4.5
"Caterers, Restaurants, Mexican, Event Planning & Services",jAsvKe4-SteA-ZgyfVPoTQ,Macayo's Mexican Restaurants,-112.0734808,33.4926708,3.0
"Steakhouses, Seafood, Restaurants",fMbHYElmKq7NG9AkUk9KBg,Bogey's Steak & Seafood,-111.67063870000001,33.49089045,3.5
"Sports Bars, Bars, American (Traditional), Restaurants, Nightlife, American (New)",XvpfU1FpZ8CNP1_gH67ZyQ,Antars Sports Bistro,-112.2660986,33.5083194,3.5
"Burgers, Fast Food, Restaurants",DsZD9KbYGo6CMTwF0PygUw,Burger King,-112.30569579999998,33.435019399999995,2.0
"Chicken Wings, Food, Beer, Wine & Spirits, Pizza, Restaurants",iD-D6tIN7o17HIb8bbxuXQ,Zesty Zzeeks Pizza and Wings,-111.9392865,33.39396914,4.0
"Fast Food, Sandwiches, Restaurants",LPmd-VRWxQTI5qNVFBKzQw,Subway,-111.87479599999999,33.348908,1.5
"Event Planning & Services, Shopping, Desserts, Food, Breakfast & Brunch, Cupcakes, Restaurants, Flowers & Gifts, Bakeries, Florists, Caterers",kUtfprUGDbfEaUlc1bk2Jg,Lesley's Creative Cakes,-111.78675349999999,33.3925411,4.5
"Sandwiches, Burgers, Diners, Restaurants",up-RKqEfV9iIrtc6iyCDfw,Otto's Empire Diner,-112.13398980000001,33.6256157,3.0
"Restaurants, Mexican",_Hs8WZ6OgeRabJntqR5vUA,El Tri Mexican Food,-112.252921,33.565975,2.0
"Caterers, Delis, Bagels, Breakfast & Brunch, Event Planning & Services, Food, Bakeries, Restaurants",ml916FaOdF870Jrk0ZQETA,Chompie's,-111.98137209999999,33.60277131,3.5
"Music Venues, Nightlife, Vegan, Breakfast & Brunch, Sandwiches, Cafes, Food, Arts & Entertainment, Restaurants, Bars, Vegetarian, Local Flavor, Lounges, Jazz & Blues, Beer, Wine & Spirits, American (New), Desserts",-BxWyEIQ6wypT-37MzZizQ,Carly's Bistro,-112.07154340000001,33.458826699999996,4.0
"Chinese, Restaurants",9Z_6rRy7Tl_C6HIgm7y6FA,Grand Dragon,-112.1611773,33.567794799999994,4.0
"Breakfast & Brunch, American (Traditional), Restaurants, American (New), Burgers",4x55GDKIP4oHh7H2TKaaHg,IHOP,-112.22012,33.47544,1.5
"Pan Asian, Restaurants, Vietnamese",MlDrGjD4356IReuGd5j6ww,Pho Saigon Pearl,-112.1849712,33.6106449,4.5
"Restaurants, German",Bb-Y-gKgZJak83zfzQoj1g,Zur Kate,-111.7266717,33.4149445,4.5
"Food, Pubs, American (Traditional), Bars, Breakfast & Brunch, Nightlife, Beer, Wine & Spirits, Restaurants",dGeQWmxfdQK5lL6Ag0BhIQ,Third Base,-111.87496499999999,33.319395,3.0
"Food Delivery Services, Pizza, Chicken Wings, Sandwiches, Food, Restaurants",LSanOnVnsJPF-61oKsGXmA,Domino's Pizza,-111.856527,33.261255,2.0
"Restaurants, Pizza, Food, Chicken Wings, Sandwiches, Food Delivery Services",fPRMjWUHLnNeL4xjrMV9CQ,Domino's Pizza,-112.2370545,33.683294399999994,2.0
"Japanese, Restaurants, Noodles, Food, Poke",SfvxPlsZrvyPXbuAW8KCMw,Haiku Tokyo,-111.7426646,33.30777229,4.5
"Restaurants, Nightlife, Sports Bars, Bars, American (Traditional)",sYX_x8GPm92pBRwbq_gTHQ,Bogeys Grill,-111.8742551,33.6202185,3.5
"Italian, Delis, Sandwiches, Restaurants, Local Flavor",xADzoC8MpHx9PVid4AvaNQ,Prime Provisions,-111.926212,33.637775,4.0
"Restaurants, Italian",4HGVxC-zIeQnR1CsD9GePQ,Tutti Santi Ristorante Italiano,-111.8741736,33.3629354,3.5
"Restaurants, Breakfast & Brunch, Mexican, Food, Fast Food",WSiQKl0qOL9Pl83mJzgE7g,Rodiberto's Mexican Food,-112.07412350000001,33.4575099,4.0
"Sandwiches, Restaurants, Food, Fast Food",m6A705OsJS9iLTY9osAYeg,Subway,-111.82537179999999,33.2173673,3.5
"Greek, Italian, Restaurants, Pizza",aBmuthrQ7yP8cnbgkxU5Ug,24th Street Pizza & Gyros,-112.0299544,33.4880275,3.0
"Coffee & Tea, Food, Restaurants, Cafes",0-CXwwVL-u0tc0FOuSExWQ,Press Coffee Food & Wine,-111.99663159999999,33.43765959,4.0
"Nightlife, Bars, Restaurants, Sports Bars",#NAME?,Fat Willy's,-111.7733604,33.4234679,2.5
"Sushi Bars, Chinese, Restaurants",r9x6Pvgh7SH7TInybHtl0A,Oriental Express,-112.0985274,33.6558418,3.0
"Restaurants, Bars, Nightlife, Wine Bars, Pizza, Italian",#NAME?,Pesto's,-111.8749308,33.3218227,4.5
"Restaurants, Chinese",PEulzjDwcSL_ujv5mRbc4w,New York Wok,-112.16668670000001,33.596946700000004,3.0
"Soul Food, Cafes, Restaurants",YWaiNzAOM7XePbUT0cdcaA,Michael's Cafe,-112.08194240000002,33.5102606,3.5
"Bars, Nightlife, Sports Bars, Restaurants, Music Venues, Steakhouses, Italian, Arts & Entertainment",_6PaV-VWPo5ZB_wigq_17g,Kiley's Grill,-111.85961699999999,33.341688,3.0
"Hot Dogs, Food Stands, Food, Restaurants, Food Trucks",MO8vR9uw--ELG5J8CbdZCA,Chi Town Dogz,-112.029752,33.5106684,5.0
"Korean, Restaurants",D4BWyStFZzA7k8hqDmnyFw,Koreatown,-111.8712977,33.408163800000004,4.0
"Coffee & Tea, Donuts, Food, Restaurants",5h_QLSG1lESs5DdkI6M0vw,Dunkin' Donuts,-112.18542620000001,33.6120809,2.0
"Restaurants, Real Estate, Real Estate Services, Home Services, American (New)",wfGWfnRfZR_jr1C13nhRLg,I Go Urban Realty,-111.9306436,33.4954001,1.5
"American (New), Sandwiches, Caterers, Event Planning & Services, Restaurants, Salad",irYAkavSVtIEyGOsHK-yPw,Palette,-112.07265500000001,33.467013,3.5
"Food, Hot Dogs, Food Trucks, Restaurants, American (Traditional)",ByEhSwmzgZU7cR7rEG91xA,Sodawgs,-111.76634550000001,33.38909846,5.0
"Pizza, Gluten-Free, Italian, Restaurants",i7qF0eFoe35Cedn_seUm1w,Picazzo's Organic Italian Kitchen,-112.3040101,33.639888,3.5
"Delis, Sandwiches, Food, Fast Food, Food Delivery Services, Restaurants",dDZqtA1me453GrMtpcpYOQ,Jimmy John's,-111.92994240000002,33.3792519,3.0
"Restaurants, Diners",Xb7jOAa17xtT_uA4sCCAsg,Memo's Bistro,-112.27538999999999,33.635323,4.0
"Restaurants, Kitchen & Bath, Shopping, Local Services, Home & Garden, American (New)",EI0CoVr2iQd__EdaAkT1YA,Andrews Restaurant Supply,-111.9098397,33.3918268,4.5
"Nightlife, Sports Bars, Food, Restaurants, American (Traditional), Bars",98zrbyncBdGRXQngWmSjOA,4th Floor Grille & Sports Bar,-111.9255918,33.5100592,4.0
"Restaurants, Lounges, Nightlife, Bars",fJOtZILwb801Gf0bayCzhA,Rodehouse Restaurant,-112.0297331,33.425086199999996,4.0
"Restaurants, Japanese",cpuLjGxFQqJceW4zzJdvaw,Sukotto Japanese Grill,-111.9643825,33.3832288,1.5
"Burgers, Restaurants, American (New)",bb6-QOjO_3XWXwgKqRK3oQ,Blu Burger Grille,-111.9222691,33.584013899999995,4.0
"Bars, Restaurants, Food, Breweries, Nightlife, Beer, Wine & Spirits, American (New)",hDDh3dtuFZyty5KOUN0JmA,Gordon Biersch Brewery Restaurant,-111.74221170000001,33.3088162,3.0
"Fast Food, Chicken Wings, Restaurants, Italian, Pizza",qTlgr9L8Qse5l7Hn4csQgQ,Pizza Hut,-112.3414375,33.5364051,3.0
"Mexican, Restaurants",yHejLbG91ThJIn2xpP3XQg,Ramiros Mexican Restaurant,-112.2391003,33.67238,3.5
"Nightlife, Bars, Restaurants, Irish, Pubs, Sports Bars",BG-91xMVSVUQVe4E3Rj7bQ,R T O'Sullivan's,-111.8536943,33.3933042,3.0
"Food, Ice Cream & Frozen Yogurt, Local Flavor, Restaurants",bu-5xEJ7MIUehFBoW3Rkzw,Swirl It Self Serve Froyo,-111.75985870000001,33.306222,4.0
"American (Traditional), Italian, Cafes, Restaurants",Xny_dcT1dsUlqhkc7zN3qQ,Fratellos Cafe and Catering,-112.2627103,33.6068141,4.0
"Restaurants, Mexican",IO0r61EIoVjzqkUrJMegRA,Salt Tacos and Tequila,-112.2620364,33.5330493,3.0
"Restaurants, American (Traditional), Burgers",PfrOaNyz9XmZnls6MpeKwA,Dave's Original Hamburgers,-111.66864509999999,33.2631705,3.5
"Event Planning & Services, Resorts, Hotels & Travel, Hotels, Restaurants",hRK876bEBdPYAJKbg6pCEw,Fairmont Scottsdale Princess,-111.9175362,33.6451595,4.0
"Nightlife, Caterers, Italian, Gastropubs, Burgers, Restaurants, Steakhouses, Seafood, Sandwiches, American (New), Event Planning & Services, Diners, Bars",p8URfi68QVheLkNlaIG-lA,The Oak Room,-111.8292378,33.4220453,3.0
"Shopping, Local Services, Cafes, Home & Garden, Appliances & Repair, Appliances, Restaurants",b2-K2sJtXv7dynBDFqusBQ,Coyote Coffee Cafe,-111.8980176,33.422127,4.0
"Mediterranean, Restaurants, Fast Food",L3Wbv_0hHpW1Izi2li6Ugw,Pita Di Vita,-111.7837598,33.334938300000005,4.5
"Food, Restaurants, Cafes, Coffee Roasteries, Coffee & Tea, Breakfast & Brunch",LRyJquzweF4oMgJhkvwL5Q,Press Coffee,-111.8851382,33.26096202,4.5
"American (Traditional), Sandwiches, Southern, Chicken Wings, Seafood, Restaurants, Fast Food",9NrRvbS29aAav-BuOShRZA,Popeyes Louisiana Kitchen,-111.841641,33.3732619,2.0
"Bars, Sushi Bars, Japanese, Restaurants, Wine Bars, Nightlife",yCK1Ok69D7TSWJESZQZHiQ,Yama Sushi House,-112.07411040000001,33.507238300000004,4.5
"Ice Cream & Frozen Yogurt, Restaurants, Food, Fast Food, Burgers, American (New)",f-sNkSAs_HyUN-J0DE-v7w,Sonic Drive-In,-112.3597312,33.61034167,3.0
"Fast Food, Restaurants",_uJcMpvybyltfWAKJBtTtQ,Jack In the Box,-112.18624879999999,33.66996002,2.0
"Steakhouses, Restaurants",eyOiUX4YWj0rocM4II2U7w,Coyoacan Steakhouse,-112.07361200000001,33.364569,2.5
"Fitness & Instruction, American (New), Food, Health Markets, Sports Clubs, Active Life, Restaurants, Specialty Food, Gyms",oFBbCtYE_BvuCMsH-yGNJQ,Life Cafe,-111.93315259999999,33.6525119,4.0
"Sports Bars, Pizza, American (Traditional), Bars, Nightlife, Restaurants",z0u9j-KiHhVudHi0hs19GQ,The Draw 10 Bar & Grill,-111.9638933,33.4462125,3.5
"Food, Restaurants, Indian, Halal, Bakeries, Vegetarian",lVaHDON2mxLr5mneUnawKg,Pastries N Chaat,-112.10198989999999,33.7122821,3.0
"Restaurants, Fast Food, Sandwiches",QLNmU_lPRztv27tgpnB5SA,Arby's,-112.3587236,33.45232883,3.0
"Fast Food, Restaurants",6IecRPThZkte4uzkswBiyw,Pirates Fish & Chips,-111.93642240000001,33.3782369,1.5
"Food, Ice Cream & Frozen Yogurt, Coffee & Tea, Diners, Sandwiches, Restaurants",JRLx7wmiqF7PD6cHaAFieg,Krispy Creations,-112.183341,33.5391059,3.5
"Sandwiches, Restaurants, Chicken Wings",rIv4K_LvVbPwC9tPO_fwYw,NY Classic Subs,-111.89727690000001,33.41486810000001,3.5
"Buffets, Restaurants, Chinese",zPcF4fI18gSp42G17oHmmg,China City Super Buffet,-112.37387199999999,33.655834000000006,2.5
"Mexican, Restaurants, Food",ERM603jbIbNqX2c7Ww1Qiw,Cafe Rio,-111.9804707,33.5958474,3.0
"Restaurants, Latin American, Hotels & Travel, Event Planning & Services, Hotels",rJdEbOWNfAELa0YETWf9Lg,deseo,-111.93271840000001,33.62596998,4.0
"Restaurants, Pizza",H49HnyOQZHJSCV6FtIcM8w,Hungry Howie's Pizza,-111.982272,33.3046248,2.0
"Sports Bars, Cocktail Bars, Nightlife, Bars, Restaurants, Mexican",7Q2cYSl5NBYytJzgjX0oKw,Sandbar Mexican Grill,-111.97671100000001,33.67602537,3.0
"Cafes, Delis, French, Italian, Restaurants",i5vxtyiHKYnRcJ0p9N7mLw,Carlo & Emilie's Gourmet Deli,-111.8597731,33.27475399,4.5
"Fast Food, Delis, Restaurants, Sandwiches",lLutFdM2ZOyVs10S3mhnnw,Quiznos,-111.72098909999998,33.3943708,4.0
"American (Traditional), Bars, Nightlife, Restaurants",_QmUKLiLynDktbtwV_vQXw,El Dorado Bar and Grill,-111.89586440000001,33.4662731,4.5
"Restaurants, Fast Food, Chinese",fxZ8B05ROM1BSAdlh7p1MQ,Panda Express,-112.3544067,33.6406899,2.5
"Restaurants, Wine Bars, Basque, Coffee & Tea, Bars, Spanish, Nightlife, Tapas Bars, Food",aQojV_Rap30A1SB7x31XCQ,Lola,-112.06387360000001,33.5095175,3.5
"American (Traditional), Restaurants",cVDZhcjYXz_43p59jdl_mw,Kitchen West Restaurant,-111.915908,33.54847593,4.0
"Food, Restaurants, Bakeries, Sandwiches",SkdDestSlipSj43lYgskxg,Paradise Bakery & Cafe,-112.2025777,33.6670571,3.0
"Sandwiches, Flowers & Gifts, Restaurants, Shopping, Florists",CS3zMyq39AuGnOQO9RYLGw,My Florist Cafe,-112.081655,33.466104,3.0
"Restaurants, Thai",Pthe4qk5xh4n-ef-9bvMSg,Chon Thai Food,-111.85972690000001,33.33996212,4.5
"Pizza, Italian, Restaurants, Chicken Wings",1ofuWPYnHDp01c11BQog9w,Pizza Hut,-112.13657099999999,33.5097128,2.5
"American (New), Music Venues, Bars, Arts & Entertainment, Nightlife, Restaurants, Lounges",sR9hPrIaG-J-GLcl4yaiLw,Valley Bar,-112.07405109999999,33.4499524,4.0
"Sandwiches, Restaurants, Mexican, Salad, Nightlife, Bars",znr2_qMyy9SPi5UPfCFulA,Hacienda's Mex Grill,-111.8622673,33.57434836,4.5
"Indian, Restaurants, Middle Eastern, Halal, Afghan, Pakistani",zNGYsFeG_7XEBodbtfux5Q,Khyber Halal,-112.0304976,33.494220899999995,4.0
"Sandwiches, Restaurants, Fast Food",xvStsfsplifhLCroymaNCw,Subway,-111.927146,33.61411,3.5
"Restaurants, Chinese",EhrV3h99iuBDJ83sIoobqQ,King's Chef,-111.80450619999999,33.449076399999996,4.0
"Breakfast & Brunch, Food, Coffee & Tea, Restaurants",ZaIzVnhaV0ZBSoEwz8Rbvg,Citizen Espresso Bar,-112.0739142,33.5062078,3.5
"Restaurants, American (New)",YiuI4YHJnrl9898gE50_ow,Floyd's Kitchen,-111.9785074,33.602587299999996,4.0
"Mexican, Restaurants",_3o05Wdjfc8jOvGZ_q177Q,Mi Amigo's Mexican Grill,-111.68956370000001,33.393567100000006,2.5
"Restaurants, Mexican",zsNEni7cr4lRnjd4AcO4kA,Rolberto's Taco Shop,-112.0363425,33.6035123,4.0
"Restaurants, Greek, Mediterranean",XmlWSizK65GHqF8O6o8H4Q,My Big Fat Greek Restaurant,-112.03563600000001,33.507982,2.0
"Italian, Sandwiches, Pizza, Restaurants",TIMCeRsXpIPAy4qPWjuzqA,Barro's Pizza,-112.20188999999999,33.664599,3.5
"Active Life, Arts & Entertainment, Venues & Event Spaces, Restaurants, Arcades, Event Planning & Services, Go Karts, Race Tracks",zHmLmqgXgwSKI5_-m_IY7g,Phoenix Indoor Karting,-112.13178500000001,33.62412703,2.5
"American (New), Restaurants, Breakfast & Brunch, American (Traditional)",Kk2Zd-18L9zu5dk7xzQBNw,J. Alexander's,-111.92591090000002,33.5271966,3.5
"Soul Food, Restaurants, Southern",E25-2ssHwsajyGtsllMXaA,Mrs White's Golden Rule Cafe,-112.0632998,33.4473646,3.5
"Sandwiches, Food, Pizza, Restaurants, Nightlife, Bars, Cocktail Bars, Salad, Coffee & Tea",eQtknHB0KrfO1bff68ZWtw,The Larry,-112.066826,33.4399843,5.0
"Italian, Food, Grocery, Restaurants, Sandwiches, Delis",Ks13abA-KZWAA6FMQagQmg,Tony's Italian Delicatessen,-112.06602509999999,33.56807792,4.5
"Food, Desserts, Nightlife, Restaurants, Bars, Italian",yFUvKpW66cNsYXD6inDsog,Tutti Santi,-111.9443311,33.6246552,4.0
"Tex-Mex, Restaurants, Mexican, Fast Food",X-ZKjDFvlcBrSfukL39C9g,Taco Bell,-111.885034,33.53756956,3.0
"Burgers, Fast Food, Restaurants",gThMTLhcvKbkvM-Xr_5boQ,Burger King,-112.2907352,33.49225075,2.5
"Burmese, Restaurants",871IVJnGz0TTW7g5_F68Lg,Little Rangoon Taste of Burma,-111.93019309999998,33.5825532,4.5
"Karaoke, Bars, Restaurants, American (Traditional), Nightlife",fJaMLu7ApaguE8tLmGR-jw,Oasis Crossroads Bar & Grill,-112.1680341,33.46670197,3.0
"Golf, American (Traditional), Restaurants, Active Life",Uj5BQ1x4ZEi-otME_5bh8w,Painted Mountain Golf Resort,-111.696707,33.452831800000006,3.0
