,Unnamed: 0,business_id,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
21735,21735,TLTdQaGOK1AFMbfgZ8RswA,2,2,2,1,2,5,0
21736,21736,TLV6YZFHlD50DxeI8Kka4g,1,1,0,2,2,1,0
21737,21737,TLVnMr7lH6NsZ07GKy6V9A,14,18,5,8,16,12,11
21738,21738,TLZNpvZ5xuAfAC2em08e0g,14,17,12,8,23,21,25
21739,21739,TLbx_MR2dyFztoyR5d9H2A,25,8,33,29,44,70,44
21740,21740,TLl79KIrEhjDr6u6rsoLhQ,1,2,1,0,2,8,6
21741,21741,TLx5sNlmRBYyEDisCx4oPA,1,2,1,0,1,0,0
21742,21742,TM-wGgFhXrRGv-LCu7Mc7A,5,3,6,8,4,1,5
21743,21743,TM3UY0fCq0CQbuskoq0OWQ,62,54,35,46,60,106,96
21744,21744,TM4y_tJHtat1QpTZ00ltLg,1,2,2,3,5,8,12
21745,21745,TM5RSrqaKlr4t0aDg_mBvQ,1,0,1,0,0,1,1
21746,21746,TMC58MqIp-9HJzMdCwvNkg,0,0,2,2,11,8,1
21747,21747,TMIY0cSlmEcdwtJFe5pZOg,1,2,2,1,1,3,0
21748,21748,TML8xCzS9y8oPp5jgXlNCw,0,0,2,1,0,2,0
21749,21749,TMNMyBAk0Mq-2FQtiZ9Gxg,7,12,16,10,19,44,26
21750,21750,TMUYQCW70ud51XRSMVpXMQ,36,52,48,53,56,151,72
21751,21751,TMX8ZC7erzAwSJ6Ca9M2tQ,23,5,12,35,8,20,140
21752,21752,TMl1qTqxhPeYkKdt6uSDVQ,0,1,2,0,2,6,0
21753,21753,TMldYTYApuD3AKu13ZcDyw,2,1,0,0,0,0,0
21754,21754,TMrs12CeCY8GR41_2q26sw,1,1,3,2,1,0,0
21755,21755,TMtas4DKyHPg71bLFTMOuA,2,1,0,5,1,2,0
21756,21756,TMvI3Qjc2PSpNB87lP7eAA,4,0,0,2,1,2,3
21757,21757,TN1ZaSeWP2jOeHxjYwokkg,0,0,1,0,0,0,0
21758,21758,TN9ldHJKQMZx7XdioI1TIA,7,10,5,5,0,1,0
21759,21759,TNQfCB929TbkUdWLn0afLA,0,0,0,0,0,0,1
21760,21760,TNTVXwNChJIWMmixNM3fDw,8,18,15,12,10,12,11
21761,21761,TNVm_UqSPMYDbvlnWUv37A,6,3,3,5,3,9,12
21762,21762,TNZUdHYQKZIR2EVi5AJLoQ,1,2,3,1,1,2,0
21763,21763,TNmmbtYalu3vMUSsSdGmbA,1,1,3,4,3,0,0
21764,21764,TNnLmDT8RRWAU_Q6wZ3JYA,0,3,4,1,3,6,3
21765,21765,TNpJa62ucrd3SGznFit3rw,1,0,0,1,1,0,0
21766,21766,TNpnTLz5ZExQDjV6Le6ePg,0,0,0,0,0,2,0
21767,21767,TNt1emPWC9tTgyRMY2FIiw,1,0,0,0,0,1,0
21768,21768,TNtzvDcY20ueBMz9mG_JeA,0,0,0,0,0,0,2
21769,21769,TNzAfeF_cvrJDtFicKoxwA,1,0,0,2,1,2,2
21770,21770,TODPbn2PIVDnOCSm56aELw,3,6,7,1,3,8,1
21771,21771,TOQjLOQdATgqm8iER74OqQ,3,3,1,2,1,0,0
21772,21772,TOSLS8A8bEEixAi4D-xXiw,3,0,1,2,0,0,0
21773,21773,TOZr6lZCbF5_twkoU5SkIQ,2,1,3,1,3,2,2
21774,21774,TOfthw3SAWmp7E1napR65w,0,0,0,0,0,0,1
21775,21775,TOi12ert6uC6YFbnlkfNAQ,0,0,0,0,0,1,0
21776,21776,TOwz3NrdCH-m26Cp_hbUNw,3,3,2,1,2,2,1
21777,21777,TP-d-y2dl1q90Y5nmZHtcA,70,183,179,186,119,137,81
21778,21778,TP2Tnx5rRgU6H0thKRRDxQ,40,67,63,59,53,57,38
21779,21779,TP6hgLCNGkqjFne9nCfaiA,6,8,8,8,7,10,12
21780,21780,TPDZz-QugH0Tj9H4Ds95oQ,1,0,0,0,1,0,3
21781,21781,TPHbof1Z_JfmGs2-4rMzBg,11,6,5,8,8,10,13
21782,21782,TPRBHOKARQhogi2XgiWqqw,2,8,16,6,17,30,2
21783,21783,TPRNz4UnOJ7u4dmlJmuWaw,36,30,21,28,32,52,4
21784,21784,TPYcddUHyEF3zo5LJPM8vQ,4,2,3,3,2,2,0
21785,21785,TPdN_QdJho2KYUvMPzgNZQ,1,2,2,5,1,1,1
21786,21786,TPgX4TMrCui2GS1dbNk4lA,1,1,1,0,1,1,0
21787,21787,TPguNCgA1KGrfZaWBpmTyA,0,0,0,1,0,0,0
21788,21788,TPm24qP_0bvRvtHEq2iarA,1,6,8,6,5,6,5
21789,21789,TPvVGmT4AY1mloktV-2Dpw,21,20,16,27,37,42,38
21790,21790,TPwTIDoiWAVfAwaCx6kd2Q,12,11,15,13,12,2,1
21791,21791,TQ-FgDYJbJhIXTvSdv-jUw,18,14,29,25,14,38,42
21792,21792,TQ1JzVPF4yG2mcqMV0YdvQ,1,1,2,0,3,0,0
21793,21793,TQ3DtaMpv3Oa5BPN0s3vfg,0,0,0,1,0,0,0
21794,21794,TQ9bBKkqEgcwj7xZM62ZNg,5,3,2,3,1,2,0
21795,21795,TQFSeGjKMukrnjJbTc00aA,23,14,16,13,27,13,24
21796,21796,TQIF89zbG333VFEXAuNJZg,6,0,0,0,0,0,6
21797,21797,TQQzj0qEXadrPxJTzZlI5Q,0,0,0,1,2,0,0
21798,21798,TQur3w5rlpsxRZxuomz-Xw,46,33,39,53,56,64,55
21799,21799,TQw9btWBfZ1OEt_j15EkJQ,3,3,0,0,0,0,0
21800,21800,TQxMhEar6--Wj4Du8nRQsw,40,68,65,48,60,58,21
21801,21801,TR1T1vq4UKQKlrg3z8ALXg,1,3,2,0,1,0,0
21802,21802,TRAeHBYzI64VZ9cAbymY6A,20,11,15,21,12,27,40
21803,21803,TRAxrVbv4OgkwHVWniAcPA,0,0,1,1,0,0,0
21804,21804,TRDov1Syc-K8QRJfVMvj0Q,26,88,89,74,56,35,47
21805,21805,TRJHqPTKFFFglV0OGXS3Ig,13,16,19,29,23,42,36
21806,21806,TRSOh-wI8eSyyD96pWoaGA,0,1,1,1,0,0,1
21807,21807,TRVxECjXtoqqsM7PYUKmIA,93,88,108,84,109,3,1
21808,21808,TRb-dD4DK6-z1kB_DR294w,1,0,7,4,8,16,2
21809,21809,TRc1Pdld2i7fGU2zYnOuIQ,1,0,0,0,0,0,0
21810,21810,TRgVUwQZnbhQuOAWEF-X4Q,0,1,1,0,0,0,0
21811,21811,TRjwF89-pi0g9glNyxk1zQ,2,0,4,2,5,5,2
21812,21812,TRk4mxXIxkUDdVXJzwf8MQ,0,0,1,0,0,0,0
21813,21813,TRrPVzJ0kJVm-11rYO9faw,4,11,7,4,11,6,6
21814,21814,TS3Q62QhxVVkc2sZ0iHaRQ,2,1,1,3,2,1,1
21815,21815,TSASySctfUJZo7unPHjzTA,6,7,22,16,19,18,25
21816,21816,TSGBM2z5BTeJvYQAznz8Fg,32,25,26,25,29,47,55
21817,21817,TSGIg-vaEJxba21LtG5Cyg,0,1,1,2,2,0,0
21818,21818,TSReAmFxNVCZggcx49Gf3A,31,37,29,36,32,21,21
21819,21819,TSTqN7hYadb5Qhqv7dI29g,0,1,0,0,0,0,0
21820,21820,TSUKOhcY43LJmgaXjt_gxQ,2,5,1,3,1,2,0
21821,21821,TS_PtII9toh-PSrZ7yN_gA,2,4,3,3,2,2,2
21822,21822,TS_ohuVIkK_4mKrOyMsbOw,3,0,2,6,2,4,4
21823,21823,TShoU62Hm-4wH2EzwkJbrg,121,123,125,134,145,141,55
21824,21824,TSwQSQ6jbiUxVL2rnCb7cA,4,4,2,9,9,9,8
21825,21825,TT2bNjvnVNFOanDNYnAffQ,150,137,143,140,174,153,193
21826,21826,TT3LPP1k0kaw1nSsBS_SUA,1,1,0,0,1,3,8
21827,21827,TT4XW2WMG0PNyUIFBIINuA,233,201,249,269,190,257,247
21828,21828,TT68Q6iHmIe3zdETNKRC6A,76,75,89,70,84,59,63
21829,21829,TT9u-iVu9mtq7tdCTJWwnw,267,375,360,343,352,439,328
21830,21830,TTEzgDKVBJYm1oHIlCMCEQ,3,4,5,1,1,6,15
21831,21831,TTGYX1WuPTdDQgZi8MDvOA,0,2,2,1,14,10,1
21832,21832,TTUw6QUD_mj5pfgvTLYnfg,0,2,0,3,0,1,2
21833,21833,TTfDP8zdmLbQl7YZTFaijg,0,0,0,1,1,0,0
21834,21834,TThMGJrIlO2DTnajFGDlww,15,12,17,14,14,30,17
21835,21835,TTiJAWTah9fxEjDQlE7Gbw,1,0,1,1,3,1,0
21836,21836,TTqEZmWU3EdSfV644RMG3g,0,1,0,1,0,0,0
21837,21837,TTu3UP6mKWJ3kY2RSKk79g,5,5,8,10,6,17,10
21838,21838,TU2iFaJFD0zJWVz3AzHEuA,65,89,81,69,70,93,69
21839,21839,TU8n6QIfQYLjnMfTuhHUeQ,0,1,0,1,2,1,1
21840,21840,TUBHKLI1pvt4HpS4nv3m0A,1,23,5,24,8,26,0
21841,21841,TUMBt9en3NsNSnk32bgy_w,1,1,1,0,2,0,0
21842,21842,TUV5BJDz4EyktCQH9UU1wg,1,1,1,2,1,1,0
21843,21843,TUVtxnT471P1UibiNNnVSg,4,4,2,7,4,16,6
21844,21844,TUmiu1ahQhGfYOpcJJSyHQ,0,0,0,0,1,0,0
21845,21845,TUxn9mFpCYUh1Dc65i-D1w,0,1,1,1,1,2,2
21846,21846,TV1j4gHRg5tYwUp6ss-iHQ,1,0,0,0,0,0,0
21847,21847,TVBtlJAe94Its_Jpc9mwPw,9,9,10,10,20,7,9
21848,21848,TVDqOxTVEsV45_HMZCtVmA,3,2,5,2,7,5,8
21849,21849,TVKr8ljkppquzOK35Pz6NA,39,42,40,38,57,94,68
21850,21850,TVSghXtlHuwXwSSxcN3_Rg,11,9,4,0,5,1,1
21851,21851,TVYJx5iUkLJFiuiXc8rxEQ,114,62,166,186,296,433,226
21852,21852,TVidHhDYH84mgs3xyyaA1Q,0,0,0,0,0,1,2
21853,21853,TVlGNVNFw51cu5ovOdFlEQ,4,7,5,3,5,21,20
21854,21854,TW4m8Lk9voGySD4UBkB2eg,6,4,1,8,1,6,2
21855,21855,TW9VQaSa7bf4IwdaiOnDnQ,54,53,60,54,56,30,23
21856,21856,TWBh8hLMrKrXsn-xIvuw3A,0,0,0,1,0,0,0
21857,21857,TWSKXlz2niDh9Pyuj90Dng,26,56,41,33,34,4,3
21858,21858,TWT4Se4IEQ21pm0FSMcbkA,1,4,3,0,2,3,3
21859,21859,TWTW2O6mF28BnC9MVJAy1g,3,1,1,0,1,0,0
21860,21860,TWUJTrNfobnbzQiEfZOytA,2,2,1,2,3,4,6
21861,21861,TW_nc7HcJA9VLcaVJaybeg,0,1,1,0,0,1,1
21862,21862,TWkL-VHo6P-WwL8iTvqlYQ,104,103,91,110,126,142,158
21863,21863,TWkLzZCaOXf6R97wW_yjwA,0,0,2,1,0,3,0
21864,21864,TWn5LgJz2YasitcULOC5hw,1,2,0,2,0,1,2
21865,21865,TWqZXm09ZQMyzdb0vXIqGw,3,4,6,3,5,14,9
21866,21866,TWz0Kr9C4dGpX3rDwaWFug,0,1,1,1,3,1,0
21867,21867,TX2oVYnrSaOB0uqfISm5Ug,0,0,0,0,2,1,0
21868,21868,TX9dmzIEPXguAQ0qKr6Mlg,0,0,0,1,0,0,1
21869,21869,TXU6j2y9Nem41SxxUUgA6A,61,53,51,78,86,122,172
21870,21870,TXW7WE7pptDT83ZVHQsklw,1,2,0,0,1,1,1
21871,21871,TXYS9rpiB8zjqJQuHGfCzQ,0,2,4,1,1,1,0
21872,21872,TXYggXWVHFpuQUbwMQeTnw,0,2,0,6,1,2,0
21873,21873,TXdPFTmH83joGZD-ppzMuQ,3,0,1,2,3,4,1
21874,21874,TXjO2gUWZeCIM2b6x2W7FA,0,0,0,1,0,0,0
21875,21875,TXjg3qtm6gjlbP8Iwsm4lQ,125,136,133,141,127,123,82
21876,21876,TXmtL9YFOEpbRbs1S2PdiQ,0,1,1,0,0,1,1
21877,21877,TXq_V4X1myODxRhakBV_ZQ,0,0,0,2,0,0,0
21878,21878,TXy22DJ-c81FDOQyIsgAGw,2,2,1,3,3,5,1
21879,21879,TY-ukGVFxYZwm53-6N1yGA,1,1,1,2,0,1,1
21880,21880,TY1-9Jb3-IYsGdizVdW8Pw,3,0,0,3,1,0,0
21881,21881,TY3ElLSQcRA6RayCxhMANw,1,0,0,0,0,1,0
21882,21882,TY7V8x6wm7pwghJtO_31kA,6,7,6,6,6,7,6
21883,21883,TYEGhBPG5UrtrDWXYn9mAg,0,2,1,1,0,0,1
21884,21884,TYMXY6WWeqKfiVPF9xW5YQ,25,32,24,26,36,55,22
21885,21885,TYjSbSLYBvz2SIFRUbMtpQ,10,5,4,3,9,15,12
21886,21886,TYr06AvOKfgD9d8K2gcLAA,1,1,1,1,2,0,0
21887,21887,TYtTyjLYXf_eH75Lgt4M6w,0,0,1,1,0,1,1
21888,21888,TYvT7aXbhJ-JU7FJBJhvVQ,7,2,7,5,6,11,2
21889,21889,TZDomUgauNsJWe8BwoFQRg,2,0,0,0,0,1,5
21890,21890,TZL2fOIaQsAHb0Zo3ueLGw,0,0,0,0,0,1,0
21891,21891,TZMGnSliuv0voD_6HVLVpA,0,0,0,0,1,0,0
21892,21892,TZRMn3WCmP6oczhDF5OPpA,0,4,2,1,0,2,0
21893,21893,TZRW4wrKyFI_lL8MwpsiTA,5,5,14,16,12,40,26
21894,21894,TZeM1dTaASgnphsgYngpbQ,0,0,0,0,0,1,1
21895,21895,TZeRqvNjEXDEYgCtU6w2Ag,0,0,1,0,0,0,0
21896,21896,TZf1MciRrWEYirvx046GXA,4,3,5,2,3,8,1
21897,21897,TZifSce9SpPK-WqWyyqI8w,0,1,1,1,0,0,0
21898,21898,TZioe4JiXcnjj0CYGQoZXg,0,1,0,0,0,0,0
21899,21899,TZl7YBuzo5awZP8QJDLg_w,16,9,9,11,13,11,21
21900,21900,TZlAcfHkAMnIGT0x77Cwvw,2,2,0,1,7,5,0
21901,21901,TZvnwp_Jyx40Iy_mePMNOQ,0,0,3,0,0,0,0
21902,21902,T_1Q5-7yUyAW5jFe2N8eUg,0,0,0,1,0,2,0
21903,21903,T_O6vtc1z2LZAQaeHBdZHg,0,1,16,0,0,4,2
21904,21904,T_SpGWqL-cZFXUg0pz0xJg,1,0,0,0,0,0,0
21905,21905,T_USahBUdNgzScOhsssafQ,1,0,0,2,1,0,0
21906,21906,T_YT8WYrW8ju9U270Szhcg,0,0,2,3,2,1,2
21907,21907,T_YsrYiK52L-ib7e9PvuVw,10,5,7,6,10,6,2
21908,21908,T_jgihofHg0ZGpMPBsfYdg,3,4,9,4,5,3,0
21909,21909,T_nPWdQVre_Jzsk17V5ctA,0,0,1,0,0,1,1
21910,21910,T_s4IcIJf5ZHyy8zC28UGw,19,20,15,33,27,26,20
21911,21911,T_tCnwWz5NzmRHmBoXfDDA,0,0,1,1,0,2,1
21912,21912,T_uWz_xoYH4AYLEFb7dbCg,167,256,287,228,253,166,118
21913,21913,T_uYmHDrt6MfKwPLBBBIrg,1,0,1,0,0,0,0
21914,21914,T_xeXOQhes44WjIecwJ4DQ,2,0,0,1,1,0,0
21915,21915,Ta21f3nBFt3pJl1rWqHRXg,3,2,0,3,0,1,0
21916,21916,Ta2IyEC2_YRww1jGZ2opVA,0,3,4,5,6,11,1
21917,21917,Ta7ALiHKasliwVxieOJEnA,13,8,13,11,11,19,10
21918,21918,Ta7VIu2hEuMvd65RtOnmSA,0,0,1,0,0,1,0
21919,21919,TaDZlLT-jqg1fHF5E4atuw,9,16,11,13,13,27,15
21920,21920,TaH_zUFjBl81NiZeUqJQrQ,11,12,14,11,13,14,14
21921,21921,TaRpPKpoANfKd7av6KBMlw,4,2,4,4,7,9,12
21922,21922,TaS1CAPayCw4KK5tq2Xoyw,0,0,0,0,0,1,0
21923,21923,TaS3gCWLMobE98YFFo4_Yw,28,15,112,26,220,772,637
21924,21924,Ta_K79yZ7_FLNG4F5Ul1-w,1,0,0,0,0,0,0
21925,21925,Tb46kuF7dHX4W4Obtbw9Ng,2,7,8,4,4,11,1
21926,21926,TbDBAflT2s5BD8rAu58_qg,0,0,1,1,0,0,1
21927,21927,TbEPVqWe5olBVSMaeGjP8Q,0,0,2,0,0,0,1
21928,21928,TbESMd6OvdV_rGIg2ymEXQ,2,2,3,1,0,0,0
21929,21929,TbSQTPnH42CmwPxmfnLw1g,30,33,29,37,25,42,35
21930,21930,Tbgketyap6NYCZyxdQH0mw,0,0,0,1,0,0,1
21931,21931,TbkyrVi1b90cZS-rUtnvHA,7,6,4,8,4,10,1
21932,21932,Tbnp86cwynCI5OJCy2yRew,9,11,9,13,10,12,10
21933,21933,Tbq7eiTMZ4vRY0IrQ0Pn3Q,31,11,14,12,20,43,50
21934,21934,TbsSnPjQsmwmszV95uLJ4w,87,243,242,171,162,140,85
21935,21935,Tbtwg1yUebLGln06qmXcgA,0,0,0,0,0,1,0
21936,21936,Tc0-apomdDflLx8bZqBe1Q,1,0,1,1,1,1,0
21937,21937,Tc1LALfQRfwZ2_3liYZ7Tw,3,0,1,1,0,3,0
21938,21938,Tc1ly-0VLk3AaoMb7CrlVA,46,67,69,53,68,66,86
21939,21939,Tc24GX9-ZPr4_SHU0nJZZA,0,0,0,1,0,0,0
21940,21940,TcH0n91UlRdBvkdX8eEgUA,1,0,0,1,0,2,0
21941,21941,TcNIOS7lRqlpUhrzRNJPUg,0,6,5,2,6,3,0
21942,21942,TcQW4DNawqXGACLawaieyg,38,23,27,26,43,86,2
21943,21943,TcULtaVLDsbKunf3iW7RCQ,60,70,61,68,62,79,77
21944,21944,TchUT9nn0JVLPwUTexLSVQ,4,11,2,9,12,11,10
21945,21945,Tcpyt6DynUBE0KjY0mMM-w,4,5,4,4,2,3,1
21946,21946,TcsYZCOSOpflXxNmrp-PMw,1,0,0,0,0,0,0
21947,21947,TczJjtGo_tkP9dsoQVOkLg,0,0,1,0,0,0,0
21948,21948,Td-BWJz63qIsyxWO97Kwug,0,1,1,0,0,1,2
21949,21949,Td0uDMN967j10v2MJCQJMA,0,0,1,0,0,0,0
21950,21950,TdKJjgiXMPXDamGK-IwFZg,67,70,53,67,94,130,118
21951,21951,TdZVFrNpFzKSKD6bXydByw,13,17,11,22,17,34,33
21952,21952,Tdc81BeaXlumPHGNefSDxQ,22,29,18,10,21,24,10
21953,21953,TddpgaZMkHw-eGWGLWZHcg,13,12,13,17,15,7,13
21954,21954,TdefcbsFAj6WXHwlGQHIbA,4,0,1,0,0,1,1
21955,21955,TdgmUfxEsch8Top9bvb3TA,0,5,5,1,2,5,4
21956,21956,TdjydrOFUSMUsTKdlXW6aQ,4,5,3,5,12,4,11
21957,21957,TdlGX6bmuuUHyv6gT7Fchg,0,1,0,0,0,0,0
21958,21958,TdtWiFLHNcjxTO2v8W1zig,16,19,13,21,16,19,29
21959,21959,TdtqM2_B1ndLcap5Y-OcXA,0,0,0,0,1,1,0
21960,21960,TeFLraWCt4-j9lwRrdc_4g,0,0,0,1,0,0,1
21961,21961,TeJFj932mE6NTPplLV6UCw,0,0,0,1,0,3,1
21962,21962,TeKuTZz8FDPTizRm1ISLKQ,1,1,1,0,0,0,0
21963,21963,TeL2_oZCI-eA1NMrznG58Q,21,8,11,16,22,48,37
21964,21964,TeQNRmTAl4Tgp-EHA3uzZQ,0,0,1,0,0,0,0
21965,21965,TeW3D0fiqUlYdYOlbksgMA,6,6,4,6,2,8,16
21966,21966,TectsyEvH5vmlgtYQ7Sjsw,1,3,0,1,3,5,4
21967,21967,Ted-cvKJ7pojwy416PVRhw,21,18,21,20,15,26,21
21968,21968,TepjnBPORxmPLpzciH-cyg,2,0,0,0,0,0,0
21969,21969,TeqDhSD5JHb9S4Mc28-v6Q,0,28,27,33,29,31,6
21970,21970,TeutM7ixuS6WXrspgIju2A,6,0,0,2,0,8,4
21971,21971,TfGjiPhYQwq0fhWuFb8J9A,1,0,1,1,0,2,1
21972,21972,TfS_zwQtyjiQU-psh2dISg,4,11,13,12,7,4,7
21973,21973,TfW2DWG80WFU42LxWNrcQQ,0,0,0,1,0,0,0
21974,21974,Tf_VSzdWojiJNwNUQ3j4ZA,2,3,3,2,5,29,25
21975,21975,TfcQhrjJco0C_x0KVK7LwA,165,208,210,902,295,436,497
21976,21976,TffDDLGfej2dqD9LPEuArQ,36,40,36,27,32,53,72
21977,21977,Tg1RYUt5yepQxnyvOBZPrw,21,31,25,29,30,26,18
21978,21978,Tg1eU0HLftpx8ObfkZBalQ,0,1,1,1,0,0,0
21979,21979,Tg3PIM1Ye471KHirDZ0JjA,27,14,14,13,28,45,36
21980,21980,TgPnO3Vi-5IyKnflLrgbJw,1,0,1,0,0,1,1
21981,21981,TgSHIm5RiF5ockztD26OSg,81,95,88,86,72,271,216
21982,21982,TgWIlmLLc49-o8MVFz_IxQ,0,0,0,0,1,0,3
21983,21983,TgaaVdcAn8S_p4_Mmg9GAw,0,0,0,0,1,0,0
21984,21984,Tgc2dTcE1xOey2OUt_PvXA,100,69,70,97,113,189,200
21985,21985,TgfIF5F2kl9NSztU0K6JDg,1,0,0,0,0,1,0
21986,21986,TggkxsvAxWs5HOfW1N9osw,9,10,7,3,7,14,14
21987,21987,TgjB-wlAVzol6HoDpE8KYg,5,56,38,69,67,183,206
21988,21988,TgmATA24L3CTDn98c24RAQ,44,75,59,59,79,146,112
21989,21989,TgqFocItVEFeDhsXC0luyw,22,14,18,22,21,34,36
21990,21990,Th8gpddMJL4R3KlUF7VHhw,1,0,0,0,0,1,1
21991,21991,ThCjuCMnhbIiyk-dTxHMIQ,1,0,4,0,0,0,0
21992,21992,ThCqEavXwVOQu7t5LsITdw,1,2,0,2,2,7,9
21993,21993,ThXX-95Cca0u3mLsVRE0Kg,0,1,1,0,0,0,0
21994,21994,ThtA62lje4ietyen80tYow,2,4,0,3,1,2,1
21995,21995,Ti-SzzMmBkb98LxCc6M7Ew,14,9,25,18,23,72,42
21996,21996,TiDpppoUbOh2y4ERfyIvxQ,0,1,0,4,4,0,0
21997,21997,TiFKws5LuNEVDbrALxkxbA,3,16,7,21,12,53,19
21998,21998,TiMyrSt6XTlwwLOaCiLlag,0,0,0,4,1,8,1
21999,21999,TiNAtUVwLROs3FqPm268SA,1,2,1,0,1,0,0
22000,22000,TiWN5TuEIC9x7xplkvQDRA,0,1,0,0,0,0,1
22001,22001,TiYTxiykhJdPZvNnXgLcJQ,0,1,0,1,1,0,1
22002,22002,Ti_ic3yDOlc_jeyBvf_MOg,1,7,6,12,11,14,10
22003,22003,Tie2G_VmPoj3XDGKdWCndw,9,9,8,8,6,3,1
22004,22004,Tien5mSXWTAz22bYmc5Qrg,0,0,0,0,1,4,0
22005,22005,Tih2YKMvA5uHSXUCJSSvxA,60,59,41,44,63,78,76
22006,22006,TinhxepzAeP7S9oBpIwuMA,3,3,3,13,5,13,2
22007,22007,Tio3EL8WMRtbmVk0Ga2XFA,0,0,0,0,0,1,1
22008,22008,TiwVfg3pVPuqZhWp_-ozKg,0,0,1,1,0,1,0
22009,22009,Tj2PiPfz_m0UjF6W_Iw0xg,5,2,2,4,5,1,0
22010,22010,TjA4M9PUiFe1TnV1Ia64qw,0,3,2,2,1,3,2
22011,22011,Tjd4fcW4Rf-MLGRAog_JSg,6,16,14,5,16,11,2
22012,22012,TjhXKSmE5_WKbhVbwBph1Q,2,1,1,6,4,2,0
22013,22013,Tjm5ip9QE4SWRQtSRZE2EQ,6,2,3,7,2,6,5
22014,22014,TjnyNxBUdI68LIXggWOmvw,14,15,11,10,16,12,7
22015,22015,Tjq5JGwP2f0bDieHbAG11w,3,4,10,5,11,29,2
22016,22016,TjuwufnbpjZf8tPnA18MEw,1,0,1,0,0,0,0
22017,22017,TjziWy83MOEkWDiO07RwRA,3,3,4,4,5,5,5
22018,22018,TkEMlu88OZn9TKZyeY9CJg,236,208,278,283,347,540,585
22019,22019,TkJEV4rMG1Z4N_CoaEX-QA,0,1,0,0,2,1,1
22020,22020,TkSUCMtrb4eNp1DS7yZwFA,0,0,1,0,0,0,1
22021,22021,TkXbFJtFCdM_WTLkHa6Erw,21,18,24,23,33,29,17
22022,22022,TkZIY6SZiT9bL6u5EXn2qA,3,1,4,0,10,3,11
22023,22023,Tka2svnCvHyBah9poT672w,0,0,0,0,0,1,3
22024,22024,TkgEHV_4Qmamb_wUvkgdTg,11,9,16,17,11,25,29
22025,22025,TkoyGi8J7YFjA6SbaRzrxg,48,36,40,38,43,95,86
22026,22026,Tl0_JsPz8B3I-opvSZXRGg,2,4,3,3,4,9,5
22027,22027,Tl2fg_dHf-skxmFD_KXUKQ,140,163,153,174,141,91,69
22028,22028,Tl2nqtPXlLbAG3qkUYVM2g,9,23,25,28,21,58,54
22029,22029,Tl7V8AztDY8s6Jr8yJNKcw,7,14,13,14,6,0,2
22030,22030,TlC0AUJsuiHnLWJEvFSoBA,1,0,3,0,1,2,1
22031,22031,TlCDBbFybery12xl46RfcQ,0,4,1,0,1,0,0
22032,22032,TlCEWYAfcOudP7j6zupYeQ,4,11,7,8,6,26,16
22033,22033,TlEOyFXDlZJ21KSBXTP3lQ,0,1,0,0,0,0,0
22034,22034,TlEtbdmQ_iVuMYUXp_XO4A,0,0,1,0,0,0,0
22035,22035,TlFm2cjcm9TGERDh5Wqabw,0,1,1,0,0,0,0
22036,22036,TlJWyZ-Cy_m4_93C6BHQiQ,1,0,3,2,2,0,1
22037,22037,TlQB-BXH88Yz2xD0cR474A,0,1,1,2,2,2,2
22038,22038,TldHOfzgXLjImBKCXxMhhg,4,0,6,2,6,2,1
22039,22039,TleEfK2ks-gQ8mT-hCrU8A,3,2,3,0,7,3,0
22040,22040,TlgwWTF7omCI2SBChEiBSA,1,0,0,1,1,0,0
22041,22041,TliJMrrROW2nJ5LpSUpX1A,1,0,3,1,0,0,0
22042,22042,TluU3vUwl5bIiAtFBJI9Hw,5,2,2,3,4,2,8
22043,22043,TlwUIQEaUTwzeqlconvDeg,25,42,30,16,17,5,6
22044,22044,TlwmWPxMOSXOsey0ylMLeQ,0,0,1,0,0,0,0
22045,22045,Tm2DFUUmtgGDqTbrlI--tA,1,1,0,1,1,0,1
22046,22046,Tm4mmDDOwTsXwZu_ARt8-A,0,1,3,0,2,3,0
22047,22047,Tm4oZS38HP5j9v2-XgpSrg,2,7,11,4,3,0,0
22048,22048,TmByhkKxWQa2Bfvyk3Aqxg,8,17,4,13,17,14,22
22049,22049,Tm_FKuwNpnYeRihTfoQDHA,2,0,0,0,0,0,0
22050,22050,TmddzXM17nF25IbIfbTbjQ,0,0,0,0,1,0,0
22051,22051,TmrEX4kFdJm6WKdDqKMBNA,2,0,0,1,0,1,2
22052,22052,TmzjOWzS0ukEVsbKMiUNmg,0,0,0,0,2,2,0
22053,22053,Tn2yo_CZ8qZtrPFjjmtB9A,1,1,0,2,4,3,1
22054,22054,Tn82G9lA8MyETfRMlkPQYw,0,1,0,1,2,0,2
22055,22055,Tn924Ca8ZOVEd6UjvUKo_w,2,3,1,0,0,2,0
22056,22056,TnBUltm7XhmmSv9XjUMTMw,3,5,1,2,5,6,4
22057,22057,TnEYpJiNnDcciFJICGEqGg,0,1,0,0,1,0,0
22058,22058,TnNbQml38Y44OyUw2WMPLQ,7,3,7,1,9,4,0
22059,22059,TnaqLNkD9oXYkzrPk6Jd6w,5,3,5,5,4,0,1
22060,22060,Tne5CWtvNXIXlWL9jjDZKw,0,0,0,1,0,0,1
22061,22061,Tni0_r0gWEEGlHSVlhDysA,0,2,1,0,1,0,1
22062,22062,TntBPq9eZXFtstCXKx4YWA,0,1,0,2,0,0,0
