business_id,negative_review_count,neutral_review_count,positive_review_count
XRtelzecxvhGtG4h7Xdxsw,6.0,2.0,3.0
XSClqCFZ8rCV2qIONha1MA,6.0,0.0,0.0
XSG1hab-mMEAcDi62jMJxQ,9.0,0.0,4.0
XTYEhwaaO_YjXcOGL_uBIQ,69.0,4.0,64.0
XThAmlwDIKoaG6IKrmuLyQ,32.0,3.0,16.0
XTmqUnO9FFbdbE4xL7Vhlw,23.0,2.0,4.0
XTqovJIERskUcTnUNxhp_Q,24.0,5.0,21.0
XUEqnfbPzMij660Ur-iTwA,5.0,0.0,2.0
XUTEwgoPMBMZKGlUfG5jKw,5.0,1.0,1.0
XUlQ4BVoZH6rnAT40cYGOQ,121.0,5.0,47.0
XVN0Mg7oABOWAWO3t9tXpw,59.0,5.0,8.0
XVS-zdj4Z6TihagZcZZ7pQ,113.0,9.0,84.0
XVhI4DbI7mbpySm_jTS18A,3.0,0.0,4.0
XVj_qD6hz4OJprt1bOAjWA,4.0,1.0,0.0
XVseYWpl0pFWgFybZEpKug,1.0,1.0,1.0
XWafv9_J7TUOO4PbEcIFJA,17.0,2.0,10.0
XWfpcqwNl2Op8CrDhCE8pQ,16.0,0.0,1.0
XXrtiJJfzEFPudXGMejXdA,8.0,0.0,3.0
XXxscMkHPEdsZtzjesk5zg,35.0,0.0,1.0
X_irZWSbhRYz-VbPGMobTA,19.0,1.0,6.0
X_qqvaCL9zPxDf_Xp150nQ,5.0,1.0,0.0
XaMhnNJqHlYdjky-zgHG_Q,4.0,0.0,1.0
XaUiroJrP634SIx8O8xk9Q,80.0,5.0,39.0
XaXO9XsxUjAUjXbzLG-Fdw,55.0,6.0,36.0
Xb41n6zWsNik5g7JGmU2uw,17.0,3.0,6.0
Xb7jOAa17xtT_uA4sCCAsg,7.0,1.0,3.0
XbFVHYOv5MjoZcgz32Q19g,56.0,4.0,22.0
XbHi0EQ7hckNV2K_6jutrA,14.0,0.0,1.0
XbVsOg5_5zSjWPaxMQgKIg,22.0,1.0,4.0
XbkpdDXhunFhAWLNRAiVIw,65.0,7.0,33.0
XbzylIUis0gJEyxEdEapDA,4.0,0.0,4.0
XcBJJ7ZG8iHFrZw0ox0o8Q,27.0,2.0,16.0
XcDdBiRTD1XEJPTJ2Uphjw,18.0,2.0,3.0
XcOy_IMkPO9jGBox6mHT8w,147.0,15.0,92.0
XcWlBj5oQgzKhR7Cxovj3w,212.0,19.0,64.0
Xd3CvDmkW9tnOpgEZ3_MVQ,40.0,3.0,10.0
XdcRr8R5H8psvf-QxtuLMg,77.0,6.0,44.0
XdhoZK1LYGYmmnUwpFNV-w,40.0,2.0,21.0
Xdzd_3-eh0sxCZOXGhEWkw,70.0,8.0,93.0
Xe1e3UB_lHj5TJv1pUbc8g,2.0,0.0,1.0
Xe1zK-Z9kSw_sRmsa0Vujw,2.0,1.0,1.0
Xe8QSh7dV8HwgtCxdxO9vg,3.0,0.0,1.0
XeUm1QS078kgjwONhul0ng,138.0,13.0,72.0
XfJCeRciI-Gz6BIw7ZbBcA,22.0,1.0,2.0
XfNDmxQiG5nZVZe-JY10NA,17.0,0.0,0.0
XfUoM-27iPHkbewPXepmFQ,38.0,5.0,19.0
Xfc-B8XUPkvvYoy5eVFO4w,272.0,26.0,217.0
Xfod0UWr_9B-TOM6qxVIwQ,113.0,7.0,60.0
Xg5qEQiB-7L6kGJ5F4K3bQ,1202.0,118.0,662.0
Xg7gOJjwtzmFGBxtSfOBlA,55.0,3.0,29.0
XgFm1Q3GLohmXMpeQUmgpA,3.0,0.0,3.0
XgM0LZ5Zr9SJx6H_jncUVw,3.0,1.0,2.0
XgRDG9E_WLEbl8S-QUqQkQ,71.0,9.0,42.0
Xgk-d2x59qhPxOsuCKeShw,174.0,6.0,50.0
XhCXhC4PEgirL-BwWPGExw,34.0,4.0,24.0
XhdshlTyqiLVMpCYt4H2QQ,4.0,0.0,3.0
XiHEGZlZGF8xrjxC6iM3sg,24.0,0.0,2.0
XiffGXK18yCfwWb2Qx5vgQ,2.0,0.0,1.0
XitA4suMHebdFAqlGZlghQ,81.0,14.0,37.0
XjKWDL7usKSaujOfNB_ynQ,17.0,1.0,2.0
XjUjD1cPBywaUEArAPEigg,17.0,1.0,5.0
Xj_qDe73ATUPSxnIPoWd-g,2.0,0.0,1.0
Xk5HlcuuCWv5cQKmI7CjkQ,99.0,11.0,50.0
XkYZRw7T-LLnNEto8xG5cQ,3.0,0.0,0.0
XmBsvLh_4a7K6CgAfougMw,7.0,1.0,2.0
XmXu_kJbnQMDiz2MRWacRw,3.0,0.0,2.0
XmlWSizK65GHqF8O6o8H4Q,2.0,0.0,1.0
Xmndl6GoZg8taEUlwQMYxg,24.0,1.0,2.0
XmrOZ6iLoPzXfwQesveyTA,2.0,0.0,1.0
XmxRXzCFkzQK23kkHgUgLA,70.0,7.0,72.0
XnUb7yulkX8akT0A5RHI8g,6.0,5.0,5.0
Xny_dcT1dsUlqhkc7zN3qQ,3.0,0.0,1.0
XpX9CjHYlZkQRKKxOeNE_Q,11.0,0.0,8.0
Xpj_tQOGwRaicZKayLVp0g,16.0,2.0,3.0
XpnkPS-56dYTdjwC8RRLuw,42.0,2.0,15.0
XpyYSWF-8xi_aZ67RUuk2Q,145.0,16.0,73.0
XpzJ4BX0ZgGBxCua7hHy1A,10.0,1.0,1.0
XqRY9T8s0JhdehfSmXhCxw,107.0,13.0,103.0
XqSN1PtZkJ6QorOUa9AAdA,81.0,12.0,52.0
XqgzsXWlbLUN2y8jlzJ6NA,11.0,1.0,0.0
XrHXxf9IGiZY9qnqpefgQA,13.0,2.0,1.0
XrUNYJKy_Ht2qajCaFmwNA,4.0,0.0,2.0
Xs2iTWxbczvfEapAFH3cyw,252.0,26.0,175.0
XsOIULU2wIJ61MR1TuDnsw,16.0,1.0,9.0
Xsq8hcTOA89tUSeHUzVovg,4.0,0.0,0.0
XtyVW7s4Q_hwluJ-wdv79g,25.0,2.0,3.0
Xu1LmNNHmOuMBBtUrbuyRg,28.0,3.0,4.0
Xu67tc-Yo3GOeQ2gl1PXSg,3.0,0.0,0.0
XuLXX5B5W1P-iNpgXmqmjQ,7.0,0.0,4.0
Xum7L94m49vDt01ZGX1EqA,6.0,0.0,1.0
XuxKpCqnjpW_VPxSho4djQ,7.0,0.0,1.0
Xv4PTiQ_scrhC4oc5kf6aA,63.0,8.0,79.0
XvBZBafJRvDi1HWbLggoKQ,10.0,1.0,3.0
XvEvKbOIqbRgpjSFvB_89g,9.0,1.0,3.0
XvTBQotmJpVPjPNaMM7qLA,227.0,21.0,130.0
XvYtp_rwIWdd382zbQ6XjA,64.0,4.0,50.0
XvYwUnuWEai7p-95cj8S1w,27.0,1.0,18.0
XvbW-XGOKb5LrWsMjhPrAw,35.0,1.0,10.0
XvhSYgpJx6mc5MycXac-Iw,47.0,3.0,14.0
XvpfU1FpZ8CNP1_gH67ZyQ,11.0,0.0,5.0
Xw2o0GKWxDRMFPR0a4IOoQ,10.0,0.0,3.0
Xwf022IffmZPq6V25iomDg,113.0,11.0,90.0
Xx5iZEAEJOcQi7zaYVC4sA,55.0,4.0,20.0
Xx8NcaQ_Kwq0BuaiRnQRIg,23.0,3.0,8.0
XxXmyN3tlroRQ1SOoSXHAA,74.0,7.0,38.0
XyaOCULIHZjssQoM-FJLpA,46.0,2.0,9.0
Xz7Iv0dO-FEKpFooeULfiw,23.0,0.0,5.0
XzgHOo2rZWQN289mM8JYnQ,21.0,0.0,8.0
Y-hmtitiRfg7vmc3N-lTww,183.0,10.0,146.0
Y-omMxOCDSYd7jbo1PSCig,23.0,2.0,3.0
Y-tgvb9Bh-Od-sPa1PRILA,10.0,1.0,1.0
Y1-nbySEHec051ix7beSGw,274.0,21.0,131.0
Y1WIH4jstH846oWcDnoZLw,93.0,6.0,73.0
Y26ixQb6rpJzdky0WdTjrA,15.0,2.0,3.0
Y2yWvcEBs6ESnmOQMBKkeQ,8.0,0.0,3.0
Y3aGrZR8QBlj8C2l7oEvDg,217.0,19.0,143.0
Y3awsAE8mFdCG8nwEXWF8w,30.0,1.0,32.0
Y3wCZIntMd27fXiMnJYicQ,9.0,1.0,2.0
Y41j3CfQ35nvEFCV3YPRTQ,3.0,1.0,10.0
Y441_3bKYom62PQWhG_5Gg,32.0,3.0,6.0
Y590rdOrmBf-jW9Vmn9Uyg,45.0,2.0,12.0
Y5CTA3S9TVkpr3Yvwaki-A,372.0,28.0,172.0
Y6ExNMzo2iU0-bVPrZDrWw,5.0,0.0,0.0
Y6FNieFd5UKhJ3a6FbQhyg,75.0,7.0,17.0
Y6Vw0FF8Qz9XD8fY4Z9Vfg,45.0,10.0,40.0
Y74pkciQCz8yryb_leMN0w,2.0,1.0,3.0
Y7XwHistdaHtxPIMzLi8_g,15.0,0.0,1.0
Y7xXnGfdS6LbW2oSoG0QMA,16.0,1.0,7.0
Y86-pkuAFNfMRHg0kE1W9w,19.0,0.0,18.0
Y8KeJZjYvuN5t0GMyTFyhw,4.0,0.0,0.0
Y8LQ_1VLlA9y4zXuKq6B3w,4.0,0.0,4.0
Y8rgiVhjpdbtcn83UVaVcg,10.0,0.0,1.0
Y92gs-2nwUuioEdtkrOfdw,20.0,1.0,11.0
Y9b6C7t3iPDFshuezseU6A,14.0,2.0,3.0
YBIhTjmEH3IEZW4Dr5ReRA,170.0,17.0,130.0
YBUfsCOJ_CS2ww4DErHUEA,6.0,1.0,7.0
YCxRU8kBb58gAus4tFmziw,4.0,1.0,5.0
YDZRlB762hEebm2OyZISiQ,22.0,5.0,13.0
YEVN6-6z7PL5cDeWx9I8OQ,7.0,1.0,2.0
YEuYaxTmVi_VfDTvodjx5g,85.0,11.0,47.0
YF4rDIx4Bu2L1ExOn-xmdw,35.0,5.0,20.0
YFfQfqpaxE_epfrArEDQzg,2.0,1.0,3.0
YFqlMM1tFn0C4b9aHdzOgg,56.0,3.0,75.0
YGaowC1J4GfkQYyYLYWnQQ,11.0,0.0,10.0
YH9jx2vlDBD47qTBoCvkoA,2.0,0.0,1.0
YIBZ1pU6kOCvp3dSHQcnIg,20.0,9.0,41.0
YIXuqhe1ViZ85ptLeB6kdQ,1.0,0.0,6.0
YIpwSFLkb1geFIXyqh62rQ,8.0,0.0,9.0
YJS7cXGLAvWw9DUDXpw84Q,110.0,6.0,67.0
YJ_nOxPvADRDVRpNi3WSCw,146.0,17.0,47.0
YJlVKAH80iptMCsN6TZevA,29.0,2.0,1.0
YK3RMpsJXul-suGJ3cEy7Q,53.0,2.0,29.0
YKImxc9VimLbDl2sQN1BBQ,83.0,10.0,50.0
YKy08OxfF3I4x5WQy7lwZg,8.0,0.0,1.0
YLoe55YfGU3kpJJEP_uDEA,56.0,5.0,2.0
YM-nYIHd99qUt9n62AxIAg,165.0,12.0,76.0
YM0N9957U2rFDsNYXUqE1g,60.0,4.0,16.0
YM0eGFRw4Sio8qBlcIYFoA,4.0,2.0,4.0
YM4nM68YTzru8Hj_c5SvHA,237.0,19.0,92.0
YMeONTVyOMn5_3LlkXmdhg,5.0,0.0,1.0
YNTHs8rCdorWWDa8NGQRgg,6.0,1.0,0.0
YOD9dXrnpu8HTRILpF0onw,137.0,10.0,113.0
YPavuOh2XsnRbLfl0DH2lQ,1226.0,116.0,517.0
YPjz8wGG1GhiWfI0sHgb9A,100.0,11.0,64.0
YPsPMXxSc1LoYHRKmFklKA,7.0,0.0,5.0
YPvoQ-DYNvshlBIJh_Xq9g,7.0,0.0,8.0
YQ-AGQ1DILHypsflEbSiHw,25.0,0.0,25.0
YQFcxE9UXrKc-QuTUu7twQ,250.0,20.0,143.0
YQGnEP2TysOi7WEfAH39cg,34.0,0.0,23.0
YR202Rbw0E4aiUJNeAJjOg,4.0,0.0,3.0
YR3wQodRZuBK24kLLAtaRA,5.0,0.0,1.0
YR5MtaOZHaArB6qTZkngQw,50.0,6.0,28.0
YR9aS-uI4iJyqHSECMIhGw,10.0,0.0,5.0
YRCPmwsdyshc2EOOT8MhvA,25.0,2.0,10.0
YRy8FX66W5htql2pKL-o6Q,51.0,2.0,7.0
YSYDJTCt5kzY2kKnLNGRiA,516.0,40.0,408.0
YSdYX5yxpnae7Fb1HGMlOw,5.0,2.0,0.0
YTB8vgqT3iDlNRjnREmZCA,48.0,4.0,19.0
YTJn22qmWoQf7314HgtswQ,2.0,0.0,2.0
YTbKmjGTdn4YzoJXTC1u7g,88.0,9.0,45.0
YTmyUCOyNbyDFnNMbYnH_g,104.0,4.0,68.0
YTv3Joda9CEeIyLMz6jdUQ,25.0,1.0,8.0
YUFxSG6idHePsxOmnSHtpQ,173.0,8.0,41.0
YV2nmpd7dz6VJiLQqBkECg,2.0,0.0,1.0
YV5eUoHCsE3RUVGP8qL3Jw,24.0,1.0,2.0
YV_QBxAa_uPm0X3Z_jbHAA,1.0,0.0,2.0
YWaiNzAOM7XePbUT0cdcaA,35.0,4.0,6.0
YWjfWHizWgHSsAPGfQChXw,23.0,1.0,3.0
YWrDS9LORoKDBswrcGDqxQ,1.0,2.0,2.0
YXvXE2p6xeg6a11SMIjQ3w,186.0,6.0,84.0
YYWkJwfO1HApuHiW-8eq7Q,51.0,4.0,28.0
YYZGRUCevWS41VZFxp4rrA,68.0,12.0,24.0
YZGAUc8CaWWc6ICSfeecoA,50.0,7.0,39.0
YZQVfJOprZIN6eTc8q_C7w,6.0,0.0,4.0
YZc10f4jCXM0-TdkxXl7Wg,16.0,1.0,6.0
YZeUH6zYS0dq5QHLYZhUnQ,76.0,4.0,21.0
YZiCwmtJT5V5LnO8NMaJFg,3.0,0.0,6.0
YZooKeUCIu4TDCsy59YDHw,14.0,1.0,6.0
Y_3wdqZUoi8qyW7ZugIQNw,86.0,6.0,40.0
Y_9f9tzVRaXjfT9Fa5_W9A,96.0,12.0,33.0
Y_SIpYwL2VqsCZ4AqmCitQ,37.0,2.0,28.0
Y_UdgWtGdmetumEcS3C8bQ,25.0,0.0,7.0
YaEPtPnEqh3WSsGq7cL44Q,53.0,4.0,19.0
YalmY--dRI7hWdKutyyrlA,18.0,0.0,2.0
YaqRTRPCHShfs3_I0KiAZA,2.0,0.0,5.0
Yar8jR2a1XA2JuRKfmNDcw,4.0,0.0,8.0
YauBkH-HEx148jC0pv4Hcg,307.0,20.0,191.0
Yav3F0jvjZ6gUSEb0g8NMw,14.0,1.0,5.0
Yb2lzZilR6vnx0fffPSx8w,64.0,2.0,28.0
YbOhR475lR0xsNJjoAmMXQ,132.0,11.0,68.0
YbweWBgYj9T3VqMFJcQlOw,109.0,15.0,77.0
Ybxl-MdPl4BUQ7Fc4xaj7A,7.0,1.0,3.0
Yc-QA8PfuY0Semey7BCp9A,3.0,0.0,0.0
Ycn-l-X6joxbVQzgxjXpRQ,281.0,26.0,195.0
Ycqaz47uwQj6IbOLxlfszA,8.0,0.0,3.0
YdRSx-i6uidsAO04GRMQVw,27.0,4.0,3.0
YeXwSWdjDYY1QkAPdqZSAQ,13.0,2.0,5.0
Yea_hg7GjYfOOzMeBSUNjg,10.0,0.0,5.0
YfR35JN-YgbIZmBz7OQxVw,41.0,2.0,5.0
YgTDjlEFRtLVVzg9G1bQbQ,5.0,0.0,2.0
YgvqmFE2HhnG6r7ewYN7zA,11.0,0.0,6.0
YhV93k9uiMdr3FlV4FHjwA,1.0,0.0,3.0
YhdWKWt3sx6YgMIILfh_Xw,9.0,2.0,9.0
Yhgs5zewpFuCDpc96CBa5w,22.0,3.0,9.0
YiMhAA1vPCZVEud62WN5xw,6.0,0.0,0.0
YiaOpyu4qx0x1nJC_G33TQ,155.0,16.0,82.0
YiuI4YHJnrl9898gE50_ow,64.0,5.0,26.0
Yiz7HJDqLeUfXNfZ_OCq0g,4.0,1.0,0.0
YjAo1DBb0YuPE_RWmhNyrA,267.0,25.0,184.0
YjlCXwWr9xx6TnHmTFCKGQ,101.0,10.0,35.0
Yk8WiriuHOkAXufUqGZMyg,110.0,8.0,20.0
Yk8pVAMl2U-NqY7Fj7zbdA,2.0,0.0,2.0
Yl05MqCs9xRzrJFkGWLpgA,656.0,87.0,739.0
YlwJYpBWa-oL0byTVPNKRQ,234.0,11.0,58.0
YmFkrylzWy4vmNFkWk-I0g,61.0,5.0,55.0
YmIYjZGnuZzqVPkFBF4Omw,72.0,9.0,47.0
YmOWkved7K8q3eXgf4NNnA,426.0,40.0,254.0
YmY9lwUzXtT9b56AWe03zQ,3.0,0.0,0.0
YnG_jzhS3is9BhxbupcQkQ,23.0,2.0,3.0
YneCHzeW6wM3lsq-nb6VyQ,3.0,0.0,0.0
Ynm7H4c2ll5vZEX3iLdxmw,36.0,4.0,20.0
YoDLrSlxF-ofSvuJTK9fzw,62.0,12.0,73.0
Yoc9_4sv6AT1AIohPPiGbA,28.0,4.0,13.0
Yol50D2sHVAmbBMAKeLMAQ,42.0,6.0,13.0
YorfCHa1phmnIQhEkrOmLA,13.0,0.0,0.0
You1TBLV0vNLzYddTR_9Ew,10.0,1.0,0.0
Yp1mu3l4Z8rdgsG3C2AlpA,3.0,0.0,0.0
YpnvKqeVD7dqZ9Mr0SGw6A,157.0,10.0,27.0
YqSfqgdWtCv3XimQ3r4I6w,14.0,1.0,13.0
YrVoo51-y4jMxpZh-kPRfw,33.0,4.0,15.0
YrtAT1B8aFp5dKNss1ICbw,86.0,11.0,91.0
Ys01mko-0bCrywm16WkXpg,22.0,0.0,4.0
Ysd8pj0sZpfPq0xNQd8fXA,6.0,1.0,2.0
Ysnm8ZT1pPJKmRoQ7Kij0g,4.0,0.0,0.0
YsqOYGnY3p-20sspdOUYSQ,19.0,4.0,7.0
YstdDnNa6h_ms3Ys7Pz4uQ,103.0,12.0,52.0
YtUaJkgKc1pucwdSq_DQeQ,290.0,25.0,94.0
Ytj0gEttgc_Hi910HjY4Iw,5.0,0.0,0.0
YtzPLzD6lUROpOK4vI8Z-Q,18.0,1.0,6.0
YuBeRmlrnrgqv6Pu50D7Qw,10.0,0.0,14.0
Yuml4M6_FKQNaLlOEt1udw,15.0,0.0,3.0
Yv9IJnHVvToCTetM0vSwcA,4.0,0.0,1.0
Yv9zUwWSyig0xhgDsv4qjQ,29.0,0.0,9.0
YvCIHmADAMDP_JV7vSBAHQ,144.0,11.0,86.0
YvNhofi7Buz3s8fPD_YK4A,15.0,0.0,0.0
YvXUrRD3Rjj4SpFuqbmUfg,100.0,8.0,75.0
YvffpnMEMdK8bKf4iF0xjQ,13.0,0.0,0.0
YwLZ6RDKKhPAoAOP5m_elA,71.0,9.0,24.0
YyY4DFr-OFtpN2ThrLHTAQ,44.0,5.0,31.0
YyvpjiXO_lQuZxn6wqoPJw,175.0,13.0,115.0
Z-graJvcYCSOGWRs3bDzLQ,108.0,9.0,59.0
Z-rDFHQUuh5gIbfadNRxsg,10.0,0.0,4.0
Z0JT0Ras-kMvJLMdn9iJQQ,11.0,0.0,6.0
Z0PvhaSGgR5NsoXctsUa5A,24.0,2.0,16.0
Z0U0Fzfdu3CcZYOU9V9NKQ,22.0,3.0,29.0
Z0YtZBD_hvgeceLqiThPBw,3.0,0.0,1.0
Z0ojefRCqnvVLdNUjSYA1g,17.0,0.0,6.0
Z0ukPkDOC7GqgS8xAMuI6Q,18.0,0.0,8.0
Z115GfF595v6xE0YYEogLQ,57.0,7.0,64.0
Z1BmI7c2yfF-CTHHlf4ILg,2.0,0.0,2.0
Z1EMKsow2XgbgVYoGbX20g,4.0,0.0,4.0
Z2L0j0MZ9m0IwaWmcvnxGQ,62.0,9.0,10.0
Z2cyw4t6zU2g20lOEFaO_g,6.0,2.0,0.0
Z2fCgJdvjhZVP34V86UKCg,120.0,8.0,66.0
Z2lhc3Oe3tRmupnJSa0Kig,5.0,0.0,3.0
Z3CRUjQAFnjL4OAez0MIUA,3.0,0.0,0.0
Z3L06hS8FCJpfEMZXX0udA,2.0,0.0,2.0
Z3VRcxsqLX6qtvsMWl83ow,8.0,1.0,7.0
Z4BcYjHzz9qXCmhxT6k6nA,4.0,1.0,2.0
Z4CA7jEArUT_D-1ZM4Bh1Q,44.0,2.0,8.0
Z4xN2eedRYHELXcQEg0c1Q,14.0,0.0,3.0
Z5-DaN5V-wToUnjPJ3i0xQ,21.0,3.0,20.0
Z54cYVtBf1ojSRsgBg-GHg,9.0,0.0,3.0
Z5CB1ohc5cWdPnWFCBCOHA,23.0,1.0,2.0
Z5jtjK4LGIkaARQrLKS-Lg,11.0,0.0,2.0
Z5refCiM2cM1FIOAwFpiOA,52.0,3.0,14.0
Z7nGSKvjmHNRkXtoMxA3Jw,133.0,8.0,58.0
Z890syqhhoShqFnIyIu9EA,161.0,11.0,45.0
Z8QYcQrjXP5U1orZfzK6Ig,5.0,0.0,5.0
Z8rT-KsNYYRBVK8j6x35FQ,6.0,0.0,2.0
Z9PGYQ4tEDR9rfEnmwt73w,2.0,0.0,1.0
ZARxy5Orzk9Ocay0IkU_-Q,13.0,0.0,1.0
ZAfrdSLNrJOe2fMPJuHJPw,5.0,1.0,2.0
ZArHo8slPY1RidxBWOEm5Q,7.0,0.0,1.0
ZB6Tvc8rhTbWvniKRpe9Fg,35.0,2.0,11.0
ZBF80rNCePZyv9HbmaRBNQ,85.0,5.0,54.0
ZBJm85DMnmTCRRHD9x4Ydw,68.0,2.0,34.0
ZCC2rUvs2ydCzR6MjwnOQg,45.0,9.0,28.0
ZCe93zAkxr2KOBU1NT0lmg,252.0,28.0,171.0
ZCuxGouhn_6ndMIOHg76ew,6.0,0.0,1.0
ZCzey5aPhd7jYIoHsUfjmQ,464.0,48.0,390.0
ZDE5QPR5Q9sL50bhK3qv1A,33.0,1.0,21.0
ZDTcBK9f7PP4oLDf2VrgGg,7.0,0.0,2.0
ZDdEtIFhLsoydDvB8joYrA,5.0,0.0,1.0
ZE1n6H-4qgq_7z67qa4yUA,62.0,2.0,19.0
ZF6jtYU3t6Srs3GBtabh_A,19.0,3.0,5.0
ZFhToWN998div0sU0vFLyA,16.0,2.0,15.0
ZGHynQJk7RagG2uNNAMynw,11.0,0.0,2.0
ZGUXWV-b95dsmiJcENFflQ,6.0,1.0,12.0
ZGl4go6QV0_Vlo89VC4Tbw,33.0,2.0,7.0
ZGtWgDcgU6bYq4opGMH9cA,85.0,9.0,88.0
ZHK7Pg_AsCMkSxGevSbjSA,9.0,1.0,3.0
ZHNxxsZrowzP-RedJ6cSFA,28.0,5.0,30.0
ZHQU79PMUGCX0fEoyCcWlw,163.0,10.0,58.0
ZI6CBpptCb1Nw-udZ8wonw,3.0,0.0,0.0
ZIdR-IopAtU5PH_mGtUAbw,12.0,0.0,1.0
ZKJcKRG6fQitU7q_Eq04hg,5.0,1.0,4.0
ZKRSxP5TrRsDuBACyEDBxw,2.0,0.0,2.0
ZKWGMUV_XqxtISRcDGUnrA,4.0,0.0,2.0
ZKiLqSj-99xy5oeKY96DuQ,6.0,0.0,10.0
ZKsVCA89iXMccf3fEhS3iw,318.0,30.0,248.0
ZLG7N4VDGzo7V0ViITi93Q,61.0,4.0,17.0
ZLRI8ZjrzEm5fRW-ahGz_g,15.0,4.0,6.0
ZLuWpmvO41w2bSwufgfUlQ,8.0,1.0,9.0
ZMgBp4XmiEHYAuXKbe1hUw,102.0,18.0,44.0
ZMp18tQQTjloj0pKSdENBw,56.0,5.0,32.0
ZN8EHmoe4Xjy4q4Y8ROEfw,96.0,8.0,140.0
ZNfmAHWxq6BddtPGgEgKIA,12.0,0.0,0.0
ZO2-nQjKZBoZUSOzJb4CUQ,114.0,17.0,54.0
ZO3ihx5FOObI_uCgin4x8w,130.0,19.0,64.0
ZOXLXDo1C8nlW5a_2RpvKg,2.0,1.0,0.0
ZOg3fkp1xxPEe4v2nqhydQ,13.0,0.0,1.0
ZOj56SAgGoFs6ymO-n672g,94.0,4.0,45.0
ZOpiqtjJlcC8-VctNHE8xg,50.0,14.0,44.0
ZP7U4qUCMjIvasWV7a_mgg,72.0,8.0,20.0
ZP9tv8iNadyG1Od2vyQVsQ,4.0,0.0,1.0
ZPwhlE8KXUruDnm85TukKw,14.0,2.0,10.0
ZQ0CBGI50UsOq2BZe1WIHQ,107.0,8.0,50.0
ZQBn4sRfRlB97bXf-bF-Kg,101.0,4.0,82.0
ZQqiZAC4H4SI82W3RmaTKA,49.0,5.0,30.0
ZRHSidI7IIeXhTHMc9L_gw,133.0,20.0,94.0
ZRdHKIjiIa0k5-ufCLyIaQ,29.0,3.0,16.0
ZSONEY8fvrMHyK7vzK4yPA,10.0,0.0,9.0
ZSjuwJULydHAstEI-8utXg,5.0,0.0,4.0
ZSocDN1aEAD6U6N5uZ9p8A,14.0,2.0,16.0
ZU-b4xilNsKbEakkVgwDqg,6.0,0.0,2.0
ZUO2WHmrYaorjPvf2D26iQ,38.0,4.0,38.0
ZVG4n6LANMW_ahaJH8dlTQ,6.0,0.0,7.0
ZVQZUQqwO8lhFbT-EX5l0Q,10.0,7.0,11.0
ZVe2Nhq3J6bWuxceiC_2FA,24.0,2.0,5.0
ZVfro2NmMPdrx32MSCw78Q,16.0,0.0,4.0
ZVtjS8Hvq2a6SxHxlehPGg,96.0,11.0,114.0
ZW-2-SYs2bk0dl-y-kPULQ,15.0,0.0,1.0
ZW1ckLKGJqoBM5fuoBf1bw,19.0,1.0,6.0
ZX5Vjo4JayrsWZidojzaCw,18.0,1.0,5.0
ZXC9HaHWeHnKKtbqX74Q_A,106.0,12.0,75.0
ZYr2feXiGYTbWyho_1oUiw,164.0,15.0,138.0
ZZegUx6pEhjglihlOgyGiA,39.0,5.0,44.0
ZZn2sUiOBJZqPZyD8Gkf_g,2.0,2.0,1.0
ZZxgrXYDC6RIPrWCl9kdjA,59.0,4.0,44.0
Z_JkVkaUcN4ITVeuG-4Qtw,570.0,40.0,255.0
Z_STyihrgVp6c1LYTyyx8w,5.0,0.0,1.0
ZaIzVnhaV0ZBSoEwz8Rbvg,18.0,6.0,13.0
ZaL3mKpmt1dopkq7bdetbQ,39.0,0.0,7.0
ZaMY0vMwnpx-kbAK5ROhHg,15.0,1.0,4.0
ZcQBRzwG66TIN3iMiXz5Lw,93.0,8.0,87.0
ZcQkBoTtK1bDEo4Np7x0VQ,64.0,0.0,13.0
Zd1Z8Q8uKdmQyjPEzSjS7Q,84.0,9.0,50.0
ZdGWAv90dY81kpKzMLMvvA,31.0,3.0,18.0
ZeEPwPmN7SP27xiE6kQnoQ,421.0,16.0,100.0
ZeMckilUP-UX9jPodukQmQ,17.0,0.0,9.0
ZedqK_MSaSKCwbu4VRuTzA,43.0,5.0,65.0
ZfPcpbZssIMrYBSg9jXNdw,109.0,10.0,59.0
ZfYFo-CZoZAB4sGNOyhoIQ,4.0,3.0,4.0
ZgglKZaiIPcSUmtGaJoRag,28.0,4.0,7.0
ZhO6_8Vc-zfRxvDDvDBynA,68.0,5.0,35.0
ZhjU0FkCIaG43F83TwSN8w,227.0,27.0,97.0
ZiTaYmacCUOzaYQ4DSygiw,51.0,3.0,15.0
Zj3hKT7KlKSCAb4XCz4dgQ,40.0,1.0,8.0
Zj4092--r1Z8izd3Uq8lKg,27.0,0.0,15.0
Zju9aNvftYAJULT3LGsZzA,9.0,0.0,3.0
ZkEapemTcLOFMBvV9J2iwQ,22.0,2.0,11.0
ZkUWOdBA4T7pdUhT0dkRzQ,437.0,28.0,252.0
ZmDWTk8Qf5vFaVJStBh7-g,61.0,1.0,19.0
ZmLYXTXXrrIA9qMx8rVsTA,43.0,8.0,20.0
Zmm5ksQu39aKkFiBxXNajA,41.0,2.0,20.0
Znh1IeGT1EbiQsZqg2Acpg,46.0,5.0,24.0
Zp9RMGJKVc9Qkhj4QqyROw,37.0,2.0,54.0
Zps5RW0brl-s43OvlCgZAQ,51.0,8.0,39.0
ZpthE2Fz7IEO6ruTnon0Ng,85.0,3.0,32.0
